Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-12-14,4642.990234375,4660.47021484375,4606.52001953125,4634.08984375,3292740000,0,0
2021-12-15,4636.4599609375,4712.60009765625,4611.22021484375,4709.85009765625,2561140000,0,0
